order_id,user_id,product_id,quantity,order_date,revenue
5089,62,1048,3,2025-07-18,28314
5090,801,1049,1,2025-07-27,4661
5091,352,1014,2,2025-09-25,17576
5092,1351,1068,2,2025-07-09,14646
5093,1204,1026,3,2025-09-03,25575
5094,885,1059,3,2025-08-19,19539
5095,843,1098,1,2025-09-09,5936
5096,813,1005,1,2025-07-02,6367
5097,1462,1057,3,2025-07-18,9099
5098,801,1022,3,2025-07-10,3648
5099,100,1099,3,2025-08-18,11514
5100,1280,1027,2,2025-09-08,9384
5101,842,1039,3,2025-09-15,21903
5102,633,1031,1,2025-08-24,6412
5103,1486,1077,1,2025-08-27,5246
5104,1362,1032,1,2025-09-26,6545
5105,419,1031,2,2025-09-03,12824
5106,350,1023,3,2025-08-17,10275
5107,903,1081,1,2025-09-18,8720
5108,111,1109,1,2025-09-29,5667
5109,1332,1049,1,2025-08-05,4661
5110,371,1050,1,2025-08-31,7830
5111,1064,1116,1,2025-08-07,8711
5112,22,1055,1,2025-09-25,5020
5113,1073,1116,2,2025-07-29,17422
5114,1317,1066,1,2025-07-05,6750
5115,717,1114,1,2025-07-24,800
5116,779,1053,2,2025-09-06,1212
5117,226,1035,2,2025-08-16,18020
5118,435,1037,1,2025-08-30,9120
5119,154,1070,2,2025-09-18,1372
5120,815,1064,1,2025-09-26,2061
5121,604,1042,1,2025-07-08,9509
5122,1408,1078,3,2025-07-25,7992
5123,205,1049,1,2025-08-19,4661
5124,910,1105,1,2025-07-21,1590
5125,1116,1038,3,2025-07-14,10290
5126,308,1115,3,2025-09-24,18963
5127,848,1078,2,2025-09-20,5328
5128,152,1062,2,2025-09-15,8122
5129,287,1096,1,2025-09-06,5212
5130,931,1071,3,2025-08-03,4155
5131,338,1007,1,2025-08-17,9658
5132,1110,1014,3,2025-07-09,26364
5133,266,1090,2,2025-09-25,10986
5134,330,1065,1,2025-09-05,1111
5135,1149,1002,2,2025-07-20,16982
5136,813,1099,2,2025-08-25,7676
5137,438,1007,2,2025-07-28,19316
5138,1459,1058,1,2025-08-23,6326
5139,1029,1105,1,2025-07-16,1590
5140,361,1059,3,2025-08-24,19539
5141,581,1090,3,2025-09-18,16479
5142,395,1078,1,2025-07-04,2664
5143,519,1076,2,2025-08-22,17536
5144,790,1037,2,2025-09-16,18240
5145,1180,1001,2,2025-08-29,18572
5146,928,1046,2,2025-08-03,13178
5147,559,1048,2,2025-07-13,18876
5148,1409,1031,2,2025-07-22,12824
5149,732,1064,3,2025-07-04,6183
5150,252,1056,1,2025-08-28,9613
5151,1072,1038,1,2025-09-18,3430
5152,286,1088,2,2025-07-26,14876
5153,765,1017,2,2025-09-18,18658
5154,14,1104,1,2025-09-01,1368
5155,1010,1048,2,2025-09-24,18876
5156,1349,1039,3,2025-08-20,21903
5157,698,1024,3,2025-09-27,6756
5158,1226,1095,2,2025-09-17,8962
5159,31,1112,2,2025-08-01,2300
5160,452,1057,2,2025-08-08,6066
5161,174,1008,3,2025-08-05,10824
5162,1096,1060,2,2025-08-24,8632
5163,34,1087,1,2025-08-15,1966
5164,1081,1103,2,2025-07-07,7574
5165,502,1100,3,2025-08-22,28470
5166,726,1017,1,2025-08-21,9329
5167,1044,1011,1,2025-07-20,9584
5168,874,1037,2,2025-08-11,18240
5169,1113,1062,2,2025-08-07,8122
5170,550,1063,1,2025-07-29,8404
5171,185,1100,3,2025-09-29,28470
5172,74,1109,1,2025-07-03,5667
5173,1004,1076,3,2025-08-01,26304
5174,1054,1072,2,2025-07-11,11460
5175,233,1005,3,2025-08-24,19101
5176,1475,1110,2,2025-07-18,7106
5177,1437,1025,1,2025-07-26,1020
5178,415,1010,2,2025-09-14,10018
5179,188,1119,2,2025-09-17,5968
5180,63,1111,1,2025-08-30,9685
5181,1446,1095,3,2025-07-23,13443
5182,347,1116,1,2025-09-14,8711
5183,354,1057,2,2025-07-06,6066
5184,42,1099,3,2025-07-22,11514
5185,272,1040,1,2025-07-07,6363
5186,715,1099,2,2025-09-21,7676
5187,551,1012,2,2025-09-04,6076
5188,1202,1042,2,2025-08-17,19018
5189,895,1012,3,2025-08-01,9114
5190,159,1083,2,2025-07-30,16984
5191,26,1021,3,2025-08-10,6228
5192,164,1020,2,2025-07-01,14426
5193,49,1070,1,2025-08-04,686
5194,1073,1073,3,2025-08-28,17559
5195,101,1048,1,2025-09-12,9438
5196,26,1044,2,2025-08-13,15514
5197,171,1027,2,2025-09-06,9384
5198,1291,1014,2,2025-09-24,17576
5199,899,1062,3,2025-07-08,12183
5200,317,1096,3,2025-09-27,15636
5201,994,1083,2,2025-07-22,16984
5202,105,1041,2,2025-09-20,4408
5203,2,1033,1,2025-08-22,4854
5204,646,1058,2,2025-08-09,12652
5205,668,1072,2,2025-09-10,11460
5206,1478,1076,3,2025-08-30,26304
5207,309,1076,1,2025-08-08,8768
5208,1433,1092,3,2025-08-10,3702
5209,53,1057,3,2025-07-27,9099
5210,799,1113,1,2025-08-30,5964
5211,1100,1057,3,2025-07-18,9099
5212,1468,1013,3,2025-08-31,28116
5213,1076,1007,1,2025-09-07,9658
5214,497,1051,1,2025-07-21,1066
5215,1226,1061,1,2025-07-30,2004
5216,515,1046,3,2025-07-11,19767
5217,467,1041,2,2025-08-09,4408
5218,459,1060,3,2025-08-04,12948
5219,1176,1090,2,2025-09-26,10986
5220,517,1064,3,2025-07-12,6183
5221,579,1042,3,2025-07-18,28527
5222,203,1059,1,2025-07-24,6513
5223,920,1017,2,2025-09-23,18658
5224,378,1011,1,2025-09-27,9584
5225,1036,1009,3,2025-07-29,18585
5226,1255,1033,2,2025-08-14,9708
5227,863,1114,1,2025-08-23,800
5228,1494,1085,3,2025-09-18,13599
5229,321,1085,3,2025-08-19,13599
5230,1154,1099,2,2025-07-20,7676
5231,511,1015,3,2025-09-23,2415
5232,409,1118,3,2025-07-11,28773
5233,1440,1098,2,2025-07-10,11872
5234,514,1106,1,2025-08-14,6400
5235,1270,1097,3,2025-08-25,16494
5236,390,1030,2,2025-09-14,16334
5237,1126,1036,1,2025-07-30,9209
5238,566,1092,2,2025-07-19,2468
5239,1224,1078,2,2025-07-16,5328
5240,769,1071,1,2025-07-04,1385
5241,1123,1106,3,2025-07-12,19200
5242,850,1071,3,2025-07-09,4155
5243,420,1016,3,2025-09-20,13233
5244,314,1028,3,2025-07-09,4980
5245,1001,1102,3,2025-07-30,14052
5246,1322,1060,1,2025-08-27,4316
5247,1362,1022,1,2025-07-30,1216
5248,865,1046,3,2025-09-23,19767
5249,178,1061,3,2025-08-02,6012
5250,1216,1111,3,2025-09-25,29055
5251,1484,1007,2,2025-08-02,19316
5252,1196,1109,2,2025-09-02,11334
5253,218,1054,3,2025-08-30,12054
5254,499,1117,2,2025-07-18,9440
5255,801,1002,2,2025-08-17,16982
5256,500,1111,1,2025-08-31,9685
5257,1302,1021,3,2025-07-31,6228
5258,664,1117,2,2025-07-31,9440
5259,597,1082,3,2025-08-01,8124
5260,1014,1059,3,2025-09-09,19539
5261,222,1061,3,2025-08-25,6012
5262,187,1074,1,2025-09-17,3008
5263,421,1113,3,2025-09-25,17892
5264,421,1048,1,2025-07-19,9438
5265,184,1056,3,2025-08-02,28839
5266,401,1109,1,2025-07-05,5667
5267,1076,1120,1,2025-08-02,2747
5268,807,1018,1,2025-07-22,9085
5269,1455,1015,3,2025-08-01,2415
5270,888,1010,1,2025-09-15,5009
5271,23,1013,2,2025-07-19,18744
5272,315,1120,1,2025-08-18,2747
5273,91,1039,1,2025-07-02,7301
5274,503,1029,1,2025-07-03,8550
5275,951,1116,1,2025-07-20,8711
5276,812,1076,1,2025-07-28,8768
5277,857,1104,1,2025-07-31,1368
5278,620,1120,2,2025-09-29,5494
5279,1254,1026,3,2025-08-26,25575
5280,80,1105,2,2025-07-30,3180
5281,1498,1034,2,2025-07-22,10956
5282,7,1031,1,2025-07-09,6412
5283,1271,1103,2,2025-07-12,7574
5284,938,1050,2,2025-08-11,15660
5285,67,1101,3,2025-09-20,2400
5286,1088,1047,3,2025-07-10,17394
5287,11,1088,1,2025-09-05,7438
5288,1301,1019,1,2025-07-27,3024
5289,126,1101,2,2025-07-08,1600
5290,800,1035,3,2025-07-21,27030
5291,1315,1120,3,2025-07-19,8241
5292,1233,1073,3,2025-09-11,17559
5293,683,1064,3,2025-07-30,6183
5294,927,1072,3,2025-09-28,17190
5295,323,1107,1,2025-09-15,5291
5296,493,1117,2,2025-07-07,9440
5297,184,1067,1,2025-07-19,5977
5298,1481,1004,3,2025-07-11,10980
5299,1181,1070,1,2025-08-31,686
5300,504,1049,1,2025-08-14,4661
5301,290,1090,3,2025-08-21,16479
5302,1497,1014,1,2025-08-17,8788
5303,686,1100,3,2025-08-23,28470
5304,1310,1099,1,2025-09-12,3838
5305,350,1105,2,2025-07-21,3180
5306,1315,1078,3,2025-09-15,7992
5307,242,1019,2,2025-09-27,6048
5308,793,1065,3,2025-07-26,3333
5309,1290,1067,2,2025-07-26,11954
5310,1158,1090,1,2025-09-16,5493
5311,951,1002,3,2025-07-27,25473
5312,47,1064,1,2025-09-28,2061
5313,215,1088,2,2025-08-03,14876
5314,514,1065,3,2025-08-07,3333
5315,482,1115,1,2025-09-08,6321
5316,352,1052,2,2025-09-14,1532
5317,177,1108,3,2025-08-16,12858
5318,356,1047,2,2025-09-18,11596
5319,650,1009,2,2025-07-27,12390
5320,1279,1012,2,2025-07-08,6076
5321,1363,1059,1,2025-07-23,6513
5322,875,1103,3,2025-08-11,11361
5323,501,1102,2,2025-09-12,9368
5324,1485,1015,2,2025-07-24,1610
5325,1181,1054,1,2025-08-30,4018
5326,469,1059,2,2025-07-16,13026
5327,570,1008,3,2025-07-22,10824
5328,1402,1081,2,2025-09-21,17440
5329,762,1037,1,2025-08-24,9120
5330,1002,1021,1,2025-08-24,2076
5331,1075,1031,3,2025-07-18,19236
5332,880,1004,2,2025-08-04,7320
5333,1188,1098,1,2025-08-01,5936
5334,700,1024,2,2025-08-01,4504
5335,396,1090,1,2025-08-07,5493
5336,1120,1070,1,2025-07-01,686
5337,92,1045,3,2025-07-15,28533
5338,258,1013,3,2025-09-04,28116
5339,926,1055,1,2025-08-31,5020
5340,1302,1022,1,2025-08-17,1216
5341,816,1098,1,2025-07-27,5936
5342,678,1109,2,2025-07-30,11334
5343,872,1076,1,2025-09-06,8768
5344,250,1002,2,2025-09-09,16982
5345,679,1003,2,2025-09-27,12378
5346,1212,1035,1,2025-09-18,9010
5347,149,1047,1,2025-07-04,5798
5348,150,1101,2,2025-08-29,1600
5349,1321,1071,2,2025-07-19,2770
5350,751,1035,1,2025-07-17,9010
5351,259,1109,2,2025-08-16,11334
5352,903,1007,2,2025-09-11,19316
5353,671,1090,2,2025-08-07,10986
5354,170,1028,1,2025-07-10,1660
5355,1492,1047,3,2025-08-26,17394
5356,1444,1007,3,2025-08-20,28974
5357,375,1117,1,2025-08-14,4720
5358,43,1001,1,2025-08-20,9286
5359,1011,1028,3,2025-08-18,4980
5360,1171,1006,1,2025-09-21,1145
5361,493,1054,1,2025-09-24,4018
5362,1031,1056,1,2025-07-28,9613
5363,566,1043,3,2025-08-09,9270
5364,604,1069,2,2025-07-17,8426
5365,1342,1028,3,2025-07-18,4980
5366,1302,1043,2,2025-07-26,6180
5367,131,1056,2,2025-07-27,19226
5368,1041,1012,1,2025-08-13,3038
5369,566,1018,2,2025-07-31,18170
5370,239,1039,1,2025-08-10,7301
5371,343,1019,2,2025-07-16,6048
5372,1386,1004,3,2025-09-27,10980
5373,1100,1009,1,2025-07-04,6195
5374,407,1016,1,2025-07-26,4411
5375,1336,1064,2,2025-07-13,4122
5376,972,1028,2,2025-07-10,3320
5377,1420,1040,3,2025-07-26,19089
5378,951,1051,1,2025-08-09,1066
5379,860,1105,3,2025-07-26,4770
5380,1216,1060,1,2025-07-02,4316
5381,840,1034,3,2025-07-03,16434
5382,1138,1056,2,2025-07-11,19226
5383,391,1107,2,2025-08-22,10582
5384,1340,1012,1,2025-09-21,3038
5385,1278,1102,1,2025-07-30,4684
5386,291,1100,1,2025-08-31,9490
5387,1231,1120,2,2025-07-24,5494
5388,522,1032,3,2025-07-29,19635
5389,603,1039,1,2025-08-26,7301
5390,767,1079,3,2025-09-26,29583
5391,1438,1116,2,2025-07-24,17422
5392,1173,1093,3,2025-07-21,11310
5393,353,1106,1,2025-09-18,6400
5394,1324,1086,3,2025-09-09,22635
5395,1113,1054,2,2025-09-07,8036
5396,634,1040,3,2025-07-18,19089
5397,894,1104,1,2025-07-19,1368
5398,1105,1044,1,2025-07-25,7757
5399,343,1001,1,2025-09-20,9286
5400,944,1118,1,2025-09-03,9591
5401,1384,1003,1,2025-07-20,6189
5402,1187,1111,3,2025-09-16,29055
5403,1268,1051,2,2025-09-01,2132
5404,704,1027,2,2025-08-21,9384
5405,1475,1050,3,2025-09-25,23490
5406,40,1084,2,2025-07-16,7422
5407,865,1072,2,2025-08-21,11460
5408,371,1016,2,2025-09-16,8822
5409,1109,1037,1,2025-09-26,9120
5410,1265,1045,1,2025-09-10,9511
5411,1460,1110,1,2025-08-10,3553
5412,1084,1110,3,2025-09-20,10659
5413,1170,1059,1,2025-07-26,6513
5414,1141,1009,1,2025-08-15,6195
5415,1214,1104,3,2025-08-20,4104
5416,1359,1067,3,2025-08-07,17931
5417,972,1040,3,2025-07-18,19089
5418,207,1110,1,2025-09-03,3553
5419,703,1120,3,2025-09-28,8241
5420,822,1073,1,2025-08-01,5853
5421,605,1023,2,2025-09-05,6850
5422,230,1110,1,2025-09-29,3553
5423,456,1094,3,2025-07-30,5712
5424,1318,1010,1,2025-07-08,5009
5425,296,1024,2,2025-08-07,4504
5426,784,1068,1,2025-08-25,7323
5427,1195,1004,1,2025-07-02,3660
5428,71,1084,3,2025-08-27,11133
5429,230,1064,1,2025-07-15,2061
5430,462,1098,1,2025-08-08,5936
5431,625,1095,1,2025-08-27,4481
5432,225,1074,3,2025-07-05,9024
5433,1281,1017,1,2025-07-26,9329
5434,1463,1052,1,2025-08-28,766
5435,511,1056,3,2025-07-16,28839
5436,633,1020,1,2025-07-03,7213
5437,1052,1058,2,2025-09-15,12652
5438,815,1015,1,2025-07-05,805
5439,1070,1019,1,2025-08-28,3024
5440,257,1004,2,2025-09-22,7320
5441,859,1029,3,2025-09-20,25650
5442,1282,1027,2,2025-08-09,9384
5443,373,1012,1,2025-07-21,3038
5444,1205,1082,3,2025-08-19,8124
5445,611,1106,1,2025-07-19,6400
5446,578,1109,3,2025-07-28,17001
5447,1463,1071,2,2025-08-19,2770
5448,228,1018,2,2025-09-08,18170
5449,758,1099,3,2025-08-05,11514
5450,950,1016,2,2025-08-16,8822
5451,1031,1109,1,2025-08-11,5667
5452,924,1024,3,2025-09-10,6756
5453,427,1094,2,2025-09-09,3808
5454,1244,1007,2,2025-08-22,19316
5455,1025,1077,2,2025-08-29,10492
5456,1334,1114,2,2025-09-01,1600
5457,1262,1094,1,2025-09-17,1904
5458,543,1080,2,2025-09-19,14078
5459,71,1075,1,2025-07-29,7799
5460,701,1080,1,2025-07-13,7039
5461,1092,1116,2,2025-08-04,17422
5462,1060,1109,1,2025-08-26,5667
5463,1106,1102,3,2025-07-15,14052
5464,165,1101,3,2025-09-13,2400
5465,1324,1002,2,2025-07-12,16982
5466,725,1002,3,2025-07-02,25473
5467,1013,1080,2,2025-09-17,14078
5468,546,1009,1,2025-09-22,6195
5469,188,1051,2,2025-08-05,2132
5470,602,1029,3,2025-08-28,25650
5471,306,1058,2,2025-08-30,12652
5472,42,1038,3,2025-07-31,10290
5473,46,1105,3,2025-08-21,4770
5474,858,1090,2,2025-08-11,10986
5475,95,1015,3,2025-08-30,2415
5476,377,1083,3,2025-09-21,25476
5477,789,1110,2,2025-07-15,7106
5478,117,1082,1,2025-07-23,2708
5479,167,1023,1,2025-07-02,3425
5480,830,1106,2,2025-09-29,12800
5481,1438,1035,2,2025-09-04,18020
5482,993,1117,1,2025-09-24,4720
5483,819,1072,1,2025-09-04,5730
5484,786,1039,3,2025-07-21,21903
5485,877,1078,1,2025-07-14,2664
5486,175,1061,2,2025-09-23,4008
5487,652,1029,1,2025-07-10,8550
5488,636,1036,1,2025-08-27,9209
5489,341,1111,3,2025-09-07,29055
5490,298,1104,1,2025-08-19,1368
5491,836,1017,1,2025-08-22,9329
5492,13,1028,2,2025-08-19,3320
5493,91,1017,3,2025-09-06,27987
5494,462,1066,2,2025-07-12,13500
5495,677,1051,2,2025-08-21,2132
5496,25,1031,1,2025-08-22,6412
5497,1395,1001,3,2025-07-09,27858
5498,127,1048,2,2025-07-17,18876
5499,399,1113,1,2025-08-11,5964
5500,1316,1013,3,2025-09-11,28116
5501,660,1031,3,2025-07-21,19236
5502,359,1067,1,2025-08-05,5977
5503,687,1079,2,2025-08-10,19722
5504,1491,1007,2,2025-07-17,19316
5505,1166,1119,3,2025-07-01,8952
5506,827,1114,3,2025-08-03,2400
5507,894,1038,3,2025-07-28,10290
5508,1442,1120,1,2025-09-07,2747
5509,264,1027,1,2025-08-27,4692
5510,1272,1110,2,2025-08-26,7106
5511,661,1042,2,2025-08-15,19018
5512,692,1067,1,2025-08-23,5977
5513,927,1003,1,2025-08-01,6189
5514,1387,1003,1,2025-08-13,6189
5515,287,1043,2,2025-09-05,6180
5516,567,1014,2,2025-09-12,17576
5517,1468,1080,2,2025-08-05,14078
5518,48,1120,1,2025-08-23,2747
5519,1190,1042,3,2025-09-29,28527
5520,1279,1088,2,2025-07-06,14876
5521,55,1084,1,2025-09-01,3711
5522,1245,1116,3,2025-08-28,26133
5523,292,1030,1,2025-09-20,8167
5524,1037,1085,2,2025-07-27,9066
5525,465,1030,2,2025-07-23,16334
5526,868,1071,2,2025-07-29,2770
5527,739,1056,3,2025-08-09,28839
5528,938,1068,2,2025-09-05,14646
5529,766,1065,1,2025-07-07,1111
5530,1185,1085,1,2025-07-26,4533
5531,1425,1003,2,2025-09-25,12378
5532,95,1109,2,2025-07-10,11334
5533,521,1043,1,2025-08-22,3090
5534,695,1096,3,2025-08-01,15636
5535,1121,1120,1,2025-07-29,2747
5536,1056,1084,1,2025-07-26,3711
5537,1297,1022,3,2025-08-19,3648
5538,506,1073,2,2025-09-16,11706
5539,154,1099,1,2025-09-16,3838
5540,380,1050,1,2025-07-09,7830
5541,956,1075,3,2025-09-08,23397
5542,378,1058,2,2025-09-20,12652
5543,206,1063,1,2025-07-18,8404
5544,1131,1019,3,2025-07-24,9072
5545,36,1109,3,2025-07-10,17001
5546,796,1043,1,2025-08-23,3090
5547,457,1054,2,2025-09-23,8036
5548,816,1077,1,2025-07-14,5246
5549,333,1036,2,2025-07-22,18418
5550,1414,1080,2,2025-09-15,14078
5551,951,1070,2,2025-07-23,1372
5552,734,1001,2,2025-07-24,18572
5553,1238,1063,2,2025-07-11,16808
5554,293,1030,2,2025-07-01,16334
5555,253,1070,1,2025-08-15,686
5556,749,1087,2,2025-08-20,3932
5557,328,1022,3,2025-08-05,3648
5558,766,1015,2,2025-09-05,1610
5559,1163,1090,3,2025-09-29,16479
5560,192,1117,3,2025-09-11,14160
5561,1416,1115,1,2025-09-29,6321
5562,392,1067,3,2025-09-20,17931
5563,782,1037,3,2025-08-27,27360
5564,211,1052,2,2025-09-16,1532
5565,1185,1084,1,2025-09-14,3711
5566,137,1088,1,2025-08-12,7438
5567,1468,1110,3,2025-08-05,10659
5568,890,1045,1,2025-08-21,9511
5569,940,1003,2,2025-08-16,12378
5570,77,1096,3,2025-09-28,15636
5571,188,1064,1,2025-09-27,2061
5572,655,1012,1,2025-09-14,3038
5573,184,1117,1,2025-07-08,4720
5574,1298,1057,3,2025-08-23,9099
5575,353,1076,2,2025-07-21,17536
5576,1463,1069,3,2025-09-16,12639
5577,285,1076,1,2025-08-15,8768
5578,1335,1047,2,2025-07-06,11596
5579,74,1064,2,2025-08-05,4122
5580,858,1046,3,2025-09-04,19767
5581,1415,1044,3,2025-09-07,23271
5582,1366,1081,3,2025-09-26,26160
5583,1368,1045,2,2025-07-15,19022
5584,856,1018,1,2025-08-30,9085
5585,528,1114,1,2025-07-13,800
5586,171,1096,2,2025-07-07,10424
5587,1493,1011,1,2025-08-17,9584
5588,941,1087,3,2025-08-14,5898
5589,1362,1017,1,2025-08-27,9329
5590,1404,1094,1,2025-07-10,1904
5591,1329,1090,1,2025-08-31,5493
5592,57,1102,3,2025-09-22,14052
5593,165,1080,1,2025-08-03,7039
5594,864,1027,2,2025-08-23,9384
5595,45,1028,1,2025-08-18,1660
5596,371,1096,1,2025-07-19,5212
5597,542,1007,1,2025-08-19,9658
5598,20,1056,1,2025-07-10,9613
5599,1222,1060,3,2025-08-16,12948
5600,234,1098,2,2025-07-27,11872
5601,535,1046,3,2025-08-03,19767
5602,66,1072,1,2025-09-17,5730
5603,126,1053,2,2025-09-25,1212
5604,854,1036,1,2025-07-02,9209
5605,145,1004,3,2025-09-21,10980
5606,1229,1023,1,2025-07-22,3425
5607,1247,1087,3,2025-07-03,5898
5608,1072,1026,2,2025-07-01,17050
5609,166,1004,2,2025-07-28,7320
5610,1311,1056,3,2025-09-12,28839
5611,617,1066,1,2025-07-10,6750
5612,1451,1063,3,2025-08-28,25212
5613,1472,1032,3,2025-07-30,19635
5614,945,1060,3,2025-08-24,12948
5615,1277,1069,1,2025-08-24,4213
5616,356,1009,1,2025-09-04,6195
5617,1450,1056,3,2025-08-01,28839
5618,23,1045,1,2025-09-11,9511
5619,302,1117,2,2025-09-19,9440
5620,818,1089,2,2025-09-16,11506
5621,804,1089,2,2025-08-03,11506
5622,1059,1052,3,2025-09-19,2298
5623,1469,1069,3,2025-07-01,12639
5624,575,1074,3,2025-08-11,9024
5625,176,1098,3,2025-08-11,17808
5626,684,1112,2,2025-07-29,2300
5627,283,1064,1,2025-07-18,2061
5628,930,1044,3,2025-08-10,23271
5629,205,1078,2,2025-09-03,5328
5630,422,1087,2,2025-07-13,3932
5631,76,1062,3,2025-07-03,12183
5632,111,1063,3,2025-08-21,25212
5633,991,1018,3,2025-07-23,27255
5634,1000,1040,2,2025-07-13,12726
5635,841,1022,2,2025-07-31,2432
5636,255,1072,1,2025-08-14,5730
5637,252,1060,1,2025-07-04,4316
5638,1002,1070,2,2025-08-25,1372
5639,965,1104,3,2025-09-14,4104
5640,301,1108,3,2025-08-12,12858
5641,165,1034,1,2025-08-18,5478
5642,990,1056,1,2025-07-14,9613
5643,1304,1054,2,2025-07-24,8036
5644,624,1007,3,2025-07-12,28974
5645,519,1070,2,2025-07-30,1372
5646,738,1105,2,2025-09-13,3180
5647,976,1005,2,2025-09-18,12734
5648,1183,1051,1,2025-08-09,1066
5649,664,1011,3,2025-09-28,28752
5650,729,1022,3,2025-08-21,3648
5651,700,1038,2,2025-09-08,6860
5652,688,1058,1,2025-09-15,6326
5653,325,1050,3,2025-07-17,23490
5654,921,1031,2,2025-09-21,12824
5655,990,1030,1,2025-08-31,8167
5656,550,1119,1,2025-09-19,2984
5657,456,1043,1,2025-08-28,3090
5658,313,1038,2,2025-08-30,6860
5659,149,1052,2,2025-07-07,1532
5660,153,1086,2,2025-09-24,15090
5661,856,1094,3,2025-07-13,5712
5662,235,1050,3,2025-08-01,23490
5663,230,1087,3,2025-09-24,5898
5664,749,1106,1,2025-08-21,6400
5665,1364,1073,2,2025-09-14,11706
5666,996,1082,2,2025-09-17,5416
5667,306,1033,1,2025-09-07,4854
5668,1488,1063,1,2025-08-22,8404
5669,98,1104,2,2025-08-19,2736
5670,968,1077,3,2025-08-04,15738
5671,922,1001,1,2025-09-16,9286
5672,1319,1043,2,2025-08-07,6180
5673,596,1067,3,2025-08-21,17931
5674,570,1079,1,2025-07-04,9861
5675,396,1068,1,2025-08-08,7323
5676,824,1104,1,2025-08-28,1368
5677,238,1010,2,2025-08-09,10018
5678,796,1090,3,2025-07-22,16479
5679,813,1051,3,2025-07-03,3198
5680,1128,1038,3,2025-07-18,10290
5681,264,1055,3,2025-07-23,15060
5682,1372,1035,3,2025-09-26,27030
5683,798,1013,1,2025-08-25,9372
5684,273,1085,2,2025-09-09,9066
5685,665,1041,2,2025-09-03,4408
5686,673,1089,3,2025-08-07,17259
