event_id,user_id,event_type,product_id,event_time
113,1219,visit,,2025-08-09 22:54:00
114,1219,product_view,1015.0,2025-08-09 22:55:00
115,1219,add_to_cart,1015.0,2025-08-09 22:56:00
116,1219,checkout,1015.0,2025-08-09 22:57:00
117,1219,purchase,1015.0,2025-08-09 22:59:00
118,1076,visit,,2025-07-23 03:23:00
119,1076,product_view,1039.0,2025-07-23 03:25:00
120,909,visit,,2025-07-04 15:57:00
121,909,product_view,1065.0,2025-07-04 15:59:00
122,909,add_to_cart,1065.0,2025-07-04 16:03:00
123,1073,visit,,2025-08-11 04:49:00
124,1058,visit,,2025-07-17 06:46:00
125,1058,product_view,1087.0,2025-07-17 06:50:00
126,1070,visit,,2025-07-01 09:59:00
127,1070,product_view,1015.0,2025-07-01 10:04:00
128,683,visit,,2025-07-06 03:33:00
129,683,product_view,1060.0,2025-07-06 03:36:00
130,683,add_to_cart,1060.0,2025-07-06 03:39:00
131,683,checkout,1060.0,2025-07-06 03:40:00
132,683,purchase,1060.0,2025-07-06 03:41:00
133,567,visit,,2025-08-10 14:42:00
134,567,product_view,1069.0,2025-08-10 14:44:00
135,567,add_to_cart,1069.0,2025-08-10 14:45:00
136,567,checkout,1069.0,2025-08-10 14:48:00
137,567,purchase,1069.0,2025-08-10 14:49:00
138,1112,visit,,2025-09-09 10:17:00
139,1112,product_view,1045.0,2025-09-09 10:20:00
140,351,visit,,2025-08-09 19:57:00
141,351,product_view,1010.0,2025-08-09 20:01:00
142,351,add_to_cart,1010.0,2025-08-09 20:02:00
143,351,checkout,1010.0,2025-08-09 20:05:00
144,351,purchase,1010.0,2025-08-09 20:07:00
145,177,visit,,2025-08-20 05:45:00
146,177,product_view,1055.0,2025-08-20 05:50:00
147,1414,visit,,2025-08-27 19:22:00
148,1414,product_view,1090.0,2025-08-27 19:24:00
149,1374,visit,,2025-09-07 02:59:00
150,1374,product_view,1104.0,2025-09-07 03:03:00
151,191,visit,,2025-09-28 14:06:00
152,191,product_view,1105.0,2025-09-28 14:10:00
153,191,add_to_cart,1105.0,2025-09-28 14:12:00
154,191,checkout,1105.0,2025-09-28 14:15:00
155,191,purchase,1105.0,2025-09-28 14:17:00
156,376,visit,,2025-09-24 10:50:00
157,666,visit,,2025-09-01 00:04:00
158,666,product_view,1059.0,2025-09-01 00:07:00
159,666,add_to_cart,1059.0,2025-09-01 00:09:00
160,666,checkout,1059.0,2025-09-01 00:11:00
161,666,purchase,1059.0,2025-09-01 00:12:00
162,211,visit,,2025-07-14 10:35:00
163,211,product_view,1052.0,2025-07-14 10:38:00
164,211,add_to_cart,1052.0,2025-07-14 10:42:00
165,211,checkout,1052.0,2025-07-14 10:43:00
166,211,purchase,1052.0,2025-07-14 10:46:00
167,988,visit,,2025-07-09 10:13:00
168,988,product_view,1050.0,2025-07-09 10:18:00
169,988,add_to_cart,1050.0,2025-07-09 10:22:00
170,988,checkout,1050.0,2025-07-09 10:24:00
171,988,purchase,1050.0,2025-07-09 10:25:00
172,1358,visit,,2025-07-10 23:59:00
173,1358,product_view,1086.0,2025-07-11 00:03:00
174,1358,add_to_cart,1086.0,2025-07-11 00:07:00
175,1358,checkout,1086.0,2025-07-11 00:08:00
176,361,visit,,2025-08-21 02:38:00
177,361,product_view,1040.0,2025-08-21 02:43:00
178,777,visit,,2025-09-02 20:42:00
179,777,product_view,1042.0,2025-09-02 20:44:00
180,1190,visit,,2025-09-20 00:48:00
181,1190,product_view,1116.0,2025-09-20 00:50:00
182,1190,add_to_cart,1116.0,2025-09-20 00:53:00
183,1190,checkout,1116.0,2025-09-20 00:56:00
184,1190,purchase,1116.0,2025-09-20 00:57:00
185,649,visit,,2025-09-11 21:19:00
186,891,visit,,2025-08-14 02:37:00
187,891,product_view,1092.0,2025-08-14 02:42:00
188,891,add_to_cart,1092.0,2025-08-14 02:44:00
189,128,visit,,2025-09-09 01:00:00
190,128,product_view,1048.0,2025-09-09 01:03:00
191,128,add_to_cart,1048.0,2025-09-09 01:06:00
192,482,visit,,2025-09-28 18:25:00
193,482,product_view,1056.0,2025-09-28 18:29:00
194,482,add_to_cart,1056.0,2025-09-28 18:33:00
195,482,checkout,1056.0,2025-09-28 18:36:00
196,482,purchase,1056.0,2025-09-28 18:37:00
197,1138,visit,,2025-08-16 13:09:00
198,1138,product_view,1050.0,2025-08-16 13:11:00
199,1138,add_to_cart,1050.0,2025-08-16 13:12:00
200,1138,checkout,1050.0,2025-08-16 13:13:00
201,997,visit,,2025-08-25 04:05:00
202,997,product_view,1085.0,2025-08-25 04:09:00
203,1425,visit,,2025-08-24 19:11:00
204,1425,product_view,1078.0,2025-08-24 19:15:00
205,922,visit,,2025-08-15 07:11:00
206,922,product_view,1050.0,2025-08-15 07:12:00
207,1497,visit,,2025-09-03 08:26:00
208,1181,visit,,2025-07-05 01:36:00
209,1181,product_view,1047.0,2025-07-05 01:39:00
210,1181,add_to_cart,1047.0,2025-07-05 01:43:00
211,164,visit,,2025-09-06 08:29:00
212,164,product_view,1019.0,2025-09-06 08:34:00
213,182,visit,,2025-08-30 20:47:00
214,182,product_view,1032.0,2025-08-30 20:48:00
215,1105,visit,,2025-09-13 09:39:00
216,1105,product_view,1103.0,2025-09-13 09:42:00
217,1105,add_to_cart,1103.0,2025-09-13 09:43:00
218,1105,checkout,1103.0,2025-09-13 09:46:00
219,1176,visit,,2025-08-12 13:22:00
220,604,visit,,2025-07-22 01:44:00
221,623,visit,,2025-09-11 08:03:00
222,623,product_view,1094.0,2025-09-11 08:08:00
223,623,add_to_cart,1094.0,2025-09-11 08:09:00
224,598,visit,,2025-09-18 00:18:00
225,598,product_view,1104.0,2025-09-18 00:20:00
226,598,add_to_cart,1104.0,2025-09-18 00:23:00
227,598,checkout,1104.0,2025-09-18 00:26:00
228,598,purchase,1104.0,2025-09-18 00:28:00
229,229,visit,,2025-07-23 18:47:00
230,229,product_view,1078.0,2025-07-23 18:51:00
231,229,add_to_cart,1078.0,2025-07-23 18:53:00
232,229,checkout,1078.0,2025-07-23 18:56:00
233,229,purchase,1078.0,2025-07-23 18:57:00
234,68,visit,,2025-07-11 04:38:00
235,316,visit,,2025-09-02 13:49:00
236,316,product_view,1108.0,2025-09-02 13:53:00
237,343,visit,,2025-09-12 23:53:00
238,343,product_view,1027.0,2025-09-12 23:56:00
239,238,visit,,2025-07-22 14:25:00
240,238,product_view,1007.0,2025-07-22 14:29:00
241,1091,visit,,2025-08-18 21:45:00
242,1091,product_view,1030.0,2025-08-18 21:48:00
243,1091,add_to_cart,1030.0,2025-08-18 21:52:00
244,1091,checkout,1030.0,2025-08-18 21:54:00
245,1091,purchase,1030.0,2025-08-18 21:56:00
246,1399,visit,,2025-07-13 17:40:00
247,1399,product_view,1006.0,2025-07-13 17:44:00
248,1336,visit,,2025-08-04 10:17:00
249,1336,product_view,1110.0,2025-08-04 10:18:00
250,1336,add_to_cart,1110.0,2025-08-04 10:22:00
251,1336,checkout,1110.0,2025-08-04 10:25:00
252,1377,visit,,2025-07-25 16:21:00
253,1377,product_view,1076.0,2025-07-25 16:23:00
254,1377,add_to_cart,1076.0,2025-07-25 16:24:00
255,140,visit,,2025-08-22 03:33:00
256,140,product_view,1002.0,2025-08-22 03:37:00
257,140,add_to_cart,1002.0,2025-08-22 03:40:00
258,140,checkout,1002.0,2025-08-22 03:41:00
259,140,purchase,1002.0,2025-08-22 03:42:00
260,1217,visit,,2025-07-28 19:40:00
261,1217,product_view,1085.0,2025-07-28 19:41:00
262,1217,add_to_cart,1085.0,2025-07-28 19:43:00
263,1217,checkout,1085.0,2025-07-28 19:46:00
264,1217,purchase,1085.0,2025-07-28 19:47:00
265,1425,visit,,2025-08-02 09:29:00
266,1425,product_view,1024.0,2025-08-02 09:30:00
267,567,visit,,2025-08-24 22:57:00
268,567,product_view,1099.0,2025-08-24 23:00:00
269,567,add_to_cart,1099.0,2025-08-24 23:01:00
270,567,checkout,1099.0,2025-08-24 23:02:00
271,567,purchase,1099.0,2025-08-24 23:04:00
272,529,visit,,2025-08-03 05:28:00
273,529,product_view,1105.0,2025-08-03 05:30:00
274,366,visit,,2025-09-01 03:09:00
275,366,product_view,1083.0,2025-09-01 03:13:00
276,366,add_to_cart,1083.0,2025-09-01 03:14:00
277,1466,visit,,2025-07-14 01:04:00
278,1466,product_view,1034.0,2025-07-14 01:07:00
279,39,visit,,2025-09-02 04:41:00
280,39,product_view,1115.0,2025-09-02 04:42:00
281,546,visit,,2025-09-28 10:57:00
282,546,product_view,1020.0,2025-09-28 10:58:00
283,546,add_to_cart,1020.0,2025-09-28 11:02:00
284,546,checkout,1020.0,2025-09-28 11:04:00
285,144,visit,,2025-07-29 00:24:00
286,988,visit,,2025-09-11 17:59:00
287,683,visit,,2025-08-08 12:03:00
288,683,product_view,1088.0,2025-08-08 12:04:00
289,683,add_to_cart,1088.0,2025-08-08 12:07:00
290,683,checkout,1088.0,2025-08-08 12:09:00
291,594,visit,,2025-07-26 05:35:00
292,594,product_view,1083.0,2025-07-26 05:39:00
293,613,visit,,2025-08-19 03:40:00
294,613,product_view,1090.0,2025-08-19 03:44:00
295,613,add_to_cart,1090.0,2025-08-19 03:48:00
296,287,visit,,2025-07-25 00:46:00
297,489,visit,,2025-08-19 02:50:00
298,489,product_view,1063.0,2025-08-19 02:53:00
299,489,add_to_cart,1063.0,2025-08-19 02:57:00
300,34,visit,,2025-08-13 01:21:00
301,34,product_view,1005.0,2025-08-13 01:22:00
302,34,add_to_cart,1005.0,2025-08-13 01:24:00
303,1367,visit,,2025-08-28 21:55:00
304,306,visit,,2025-09-13 07:59:00
305,306,product_view,1095.0,2025-09-13 08:01:00
306,306,add_to_cart,1095.0,2025-09-13 08:02:00
307,306,checkout,1095.0,2025-09-13 08:05:00
308,306,purchase,1095.0,2025-09-13 08:08:00
309,268,visit,,2025-07-23 20:03:00
310,200,visit,,2025-09-17 05:53:00
311,200,product_view,1059.0,2025-09-17 05:54:00
312,200,add_to_cart,1059.0,2025-09-17 05:56:00
313,200,checkout,1059.0,2025-09-17 05:57:00
314,200,purchase,1059.0,2025-09-17 06:00:00
315,824,visit,,2025-07-16 21:36:00
316,824,product_view,1042.0,2025-07-16 21:39:00
317,437,visit,,2025-07-06 18:11:00
318,437,product_view,1098.0,2025-07-06 18:12:00
319,437,add_to_cart,1098.0,2025-07-06 18:16:00
320,437,checkout,1098.0,2025-07-06 18:18:00
321,437,purchase,1098.0,2025-07-06 18:20:00
322,1192,visit,,2025-07-18 03:50:00
323,1192,product_view,1006.0,2025-07-18 03:55:00
324,1192,add_to_cart,1006.0,2025-07-18 03:57:00
325,1192,checkout,1006.0,2025-07-18 03:59:00
326,1192,purchase,1006.0,2025-07-18 04:00:00
327,183,visit,,2025-09-22 18:56:00
328,183,product_view,1091.0,2025-09-22 19:00:00
329,423,visit,,2025-09-20 08:33:00
330,423,product_view,1019.0,2025-09-20 08:35:00
331,1251,visit,,2025-07-05 19:11:00
332,1251,product_view,1089.0,2025-07-05 19:16:00
333,1285,visit,,2025-08-08 11:26:00
334,1285,product_view,1106.0,2025-08-08 11:28:00
335,1285,add_to_cart,1106.0,2025-08-08 11:29:00
336,1285,checkout,1106.0,2025-08-08 11:32:00
337,1285,purchase,1106.0,2025-08-08 11:34:00
338,1351,visit,,2025-08-05 01:12:00
339,1351,product_view,1027.0,2025-08-05 01:14:00
340,972,visit,,2025-07-23 05:42:00
341,111,visit,,2025-08-16 09:13:00
342,111,product_view,1083.0,2025-08-16 09:16:00
343,929,visit,,2025-07-14 23:03:00
344,361,visit,,2025-07-04 15:32:00
345,361,product_view,1021.0,2025-07-04 15:34:00
346,1214,visit,,2025-08-11 13:12:00
347,1214,product_view,1075.0,2025-08-11 13:15:00
348,1214,add_to_cart,1075.0,2025-08-11 13:16:00
349,1214,checkout,1075.0,2025-08-11 13:17:00
350,1214,purchase,1075.0,2025-08-11 13:19:00
351,770,visit,,2025-07-29 02:30:00
352,770,product_view,1115.0,2025-07-29 02:31:00
353,297,visit,,2025-09-17 14:11:00
354,297,product_view,1028.0,2025-09-17 14:13:00
355,297,add_to_cart,1028.0,2025-09-17 14:15:00
356,297,checkout,1028.0,2025-09-17 14:17:00
357,297,purchase,1028.0,2025-09-17 14:18:00
358,1418,visit,,2025-07-08 08:08:00
359,1418,product_view,1073.0,2025-07-08 08:12:00
360,1418,add_to_cart,1073.0,2025-07-08 08:14:00
361,451,visit,,2025-08-07 19:10:00
362,451,product_view,1114.0,2025-08-07 19:15:00
363,1184,visit,,2025-07-30 02:26:00
364,1002,visit,,2025-07-28 18:30:00
365,1002,product_view,1111.0,2025-07-28 18:33:00
366,1002,add_to_cart,1111.0,2025-07-28 18:37:00
367,506,visit,,2025-08-11 13:37:00
368,506,product_view,1032.0,2025-08-11 13:42:00
369,1175,visit,,2025-07-01 13:02:00
370,1175,product_view,1115.0,2025-07-01 13:06:00
371,1033,visit,,2025-08-24 16:25:00
372,1033,product_view,1005.0,2025-08-24 16:26:00
373,1033,add_to_cart,1005.0,2025-08-24 16:28:00
374,1033,checkout,1005.0,2025-08-24 16:29:00
375,1033,purchase,1005.0,2025-08-24 16:31:00
376,272,visit,,2025-08-07 07:41:00
377,33,visit,,2025-09-24 09:10:00
378,33,product_view,1062.0,2025-09-24 09:15:00
379,50,visit,,2025-08-29 04:55:00
380,50,product_view,1059.0,2025-08-29 04:57:00
381,759,visit,,2025-08-29 22:40:00
382,759,product_view,1081.0,2025-08-29 22:41:00
383,759,add_to_cart,1081.0,2025-08-29 22:44:00
384,759,checkout,1081.0,2025-08-29 22:46:00
385,759,purchase,1081.0,2025-08-29 22:48:00
386,1255,visit,,2025-09-12 06:50:00
387,1255,product_view,1070.0,2025-09-12 06:55:00
388,113,visit,,2025-09-25 11:56:00
389,113,product_view,1066.0,2025-09-25 12:00:00
390,113,add_to_cart,1066.0,2025-09-25 12:01:00
391,113,checkout,1066.0,2025-09-25 12:02:00
392,113,purchase,1066.0,2025-09-25 12:05:00
393,1149,visit,,2025-07-27 04:21:00
394,1149,product_view,1091.0,2025-07-27 04:22:00
395,1189,visit,,2025-09-28 06:48:00
396,1189,product_view,1112.0,2025-09-28 06:50:00
397,1189,add_to_cart,1112.0,2025-09-28 06:53:00
398,1189,checkout,1112.0,2025-09-28 06:55:00
399,1189,purchase,1112.0,2025-09-28 06:56:00
400,708,visit,,2025-09-01 16:33:00
401,708,product_view,1058.0,2025-09-01 16:37:00
402,1390,visit,,2025-09-07 09:28:00
403,1390,product_view,1106.0,2025-09-07 09:29:00
404,1390,add_to_cart,1106.0,2025-09-07 09:33:00
405,1390,checkout,1106.0,2025-09-07 09:35:00
406,591,visit,,2025-07-14 05:17:00
407,591,product_view,1010.0,2025-07-14 05:19:00
408,591,add_to_cart,1010.0,2025-07-14 05:21:00
409,591,checkout,1010.0,2025-07-14 05:24:00
410,591,purchase,1010.0,2025-07-14 05:26:00
411,1109,visit,,2025-07-17 15:22:00
412,1109,product_view,1120.0,2025-07-17 15:23:00
413,1109,add_to_cart,1120.0,2025-07-17 15:24:00
414,1109,checkout,1120.0,2025-07-17 15:25:00
415,1065,visit,,2025-08-12 13:37:00
416,1065,product_view,1083.0,2025-08-12 13:40:00
417,1065,add_to_cart,1083.0,2025-08-12 13:44:00
418,1065,checkout,1083.0,2025-08-12 13:47:00
419,1065,purchase,1083.0,2025-08-12 13:49:00
420,533,visit,,2025-08-31 11:18:00
421,533,product_view,1030.0,2025-08-31 11:19:00
422,533,add_to_cart,1030.0,2025-08-31 11:22:00
423,533,checkout,1030.0,2025-08-31 11:23:00
424,533,purchase,1030.0,2025-08-31 11:24:00
425,1097,visit,,2025-07-24 05:53:00
426,1097,product_view,1037.0,2025-07-24 05:55:00
427,1097,add_to_cart,1037.0,2025-07-24 05:56:00
428,1097,checkout,1037.0,2025-07-24 05:58:00
429,1097,purchase,1037.0,2025-07-24 06:00:00
430,758,visit,,2025-07-27 17:45:00
431,758,product_view,1024.0,2025-07-27 17:48:00
432,303,visit,,2025-08-27 17:10:00
433,303,product_view,1048.0,2025-08-27 17:11:00
434,829,visit,,2025-09-02 04:29:00
435,320,visit,,2025-09-08 16:21:00
436,320,product_view,1001.0,2025-09-08 16:24:00
437,320,add_to_cart,1001.0,2025-09-08 16:27:00
438,1175,visit,,2025-07-19 18:46:00
439,906,visit,,2025-09-27 03:46:00
440,906,product_view,1044.0,2025-09-27 03:47:00
441,906,add_to_cart,1044.0,2025-09-27 03:48:00
442,906,checkout,1044.0,2025-09-27 03:50:00
443,906,purchase,1044.0,2025-09-27 03:51:00
444,732,visit,,2025-08-11 01:38:00
445,732,product_view,1012.0,2025-08-11 01:43:00
446,732,add_to_cart,1012.0,2025-08-11 01:46:00
447,732,checkout,1012.0,2025-08-11 01:47:00
448,732,purchase,1012.0,2025-08-11 01:49:00
449,1376,visit,,2025-09-04 12:12:00
450,1376,product_view,1012.0,2025-09-04 12:17:00
451,115,visit,,2025-09-24 11:25:00
452,115,product_view,1117.0,2025-09-24 11:29:00
453,115,add_to_cart,1117.0,2025-09-24 11:32:00
454,115,checkout,1117.0,2025-09-24 11:34:00
455,115,purchase,1117.0,2025-09-24 11:36:00
456,180,visit,,2025-08-26 23:26:00
457,180,product_view,1028.0,2025-08-26 23:29:00
458,180,add_to_cart,1028.0,2025-08-26 23:33:00
459,849,visit,,2025-09-14 19:05:00
460,849,product_view,1018.0,2025-09-14 19:08:00
461,849,add_to_cart,1018.0,2025-09-14 19:11:00
462,849,checkout,1018.0,2025-09-14 19:14:00
463,182,visit,,2025-08-22 20:58:00
464,182,product_view,1001.0,2025-08-22 21:00:00
465,1455,visit,,2025-07-18 06:11:00
466,1455,product_view,1073.0,2025-07-18 06:14:00
467,87,visit,,2025-08-08 18:19:00
468,87,product_view,1106.0,2025-08-08 18:23:00
469,87,add_to_cart,1106.0,2025-08-08 18:24:00
470,87,checkout,1106.0,2025-08-08 18:26:00
471,1304,visit,,2025-07-16 20:42:00
472,855,visit,,2025-09-01 22:41:00
473,855,product_view,1023.0,2025-09-01 22:42:00
474,1010,visit,,2025-09-15 23:23:00
475,1010,product_view,1009.0,2025-09-15 23:28:00
476,1010,add_to_cart,1009.0,2025-09-15 23:31:00
477,1010,checkout,1009.0,2025-09-15 23:33:00
478,245,visit,,2025-09-04 23:36:00
479,245,product_view,1048.0,2025-09-04 23:39:00
480,245,add_to_cart,1048.0,2025-09-04 23:40:00
481,245,checkout,1048.0,2025-09-04 23:42:00
482,278,visit,,2025-07-21 01:17:00
483,278,product_view,1046.0,2025-07-21 01:20:00
484,278,add_to_cart,1046.0,2025-07-21 01:23:00
485,278,checkout,1046.0,2025-07-21 01:24:00
486,278,purchase,1046.0,2025-07-21 01:27:00
487,194,visit,,2025-07-22 17:20:00
488,1403,visit,,2025-08-08 08:43:00
489,1403,product_view,1103.0,2025-08-08 08:46:00
490,1403,add_to_cart,1103.0,2025-08-08 08:49:00
491,27,visit,,2025-09-05 09:23:00
492,27,product_view,1018.0,2025-09-05 09:27:00
493,27,add_to_cart,1018.0,2025-09-05 09:29:00
494,27,checkout,1018.0,2025-09-05 09:30:00
495,27,purchase,1018.0,2025-09-05 09:31:00
496,1257,visit,,2025-09-06 17:45:00
497,1257,product_view,1089.0,2025-09-06 17:46:00
498,1257,add_to_cart,1089.0,2025-09-06 17:47:00
499,1257,checkout,1089.0,2025-09-06 17:48:00
500,983,visit,,2025-08-09 22:23:00
501,983,product_view,1045.0,2025-08-09 22:27:00
502,1224,visit,,2025-08-13 05:45:00
503,1224,product_view,1067.0,2025-08-13 05:46:00
504,1224,add_to_cart,1067.0,2025-08-13 05:48:00
505,630,visit,,2025-07-27 04:05:00
506,630,product_view,1017.0,2025-07-27 04:06:00
507,630,add_to_cart,1017.0,2025-07-27 04:10:00
508,88,visit,,2025-07-14 01:50:00
509,88,product_view,1026.0,2025-07-14 01:55:00
510,88,add_to_cart,1026.0,2025-07-14 01:56:00
511,89,visit,,2025-08-08 21:00:00
512,89,product_view,1009.0,2025-08-08 21:01:00
513,421,visit,,2025-07-26 05:42:00
514,421,product_view,1076.0,2025-07-26 05:43:00
515,421,add_to_cart,1076.0,2025-07-26 05:46:00
516,713,visit,,2025-07-21 16:49:00
517,713,product_view,1046.0,2025-07-21 16:51:00
518,713,add_to_cart,1046.0,2025-07-21 16:52:00
519,713,checkout,1046.0,2025-07-21 16:55:00
520,1084,visit,,2025-07-25 09:10:00
521,1101,visit,,2025-07-13 06:58:00
522,1101,product_view,1001.0,2025-07-13 07:02:00
523,1101,add_to_cart,1001.0,2025-07-13 07:04:00
524,1101,checkout,1001.0,2025-07-13 07:05:00
525,1101,purchase,1001.0,2025-07-13 07:07:00
526,869,visit,,2025-09-04 07:26:00
527,869,product_view,1028.0,2025-09-04 07:29:00
528,869,add_to_cart,1028.0,2025-09-04 07:30:00
529,869,checkout,1028.0,2025-09-04 07:32:00
530,1444,visit,,2025-09-10 23:02:00
531,1444,product_view,1037.0,2025-09-10 23:06:00
532,1444,add_to_cart,1037.0,2025-09-10 23:09:00
533,1444,checkout,1037.0,2025-09-10 23:12:00
534,1444,purchase,1037.0,2025-09-10 23:14:00
535,1135,visit,,2025-08-07 13:12:00
536,975,visit,,2025-08-17 05:00:00
537,1007,visit,,2025-07-14 12:28:00
538,1007,product_view,1087.0,2025-07-14 12:29:00
539,1007,add_to_cart,1087.0,2025-07-14 12:33:00
540,1007,checkout,1087.0,2025-07-14 12:36:00
541,346,visit,,2025-08-16 06:21:00
542,346,product_view,1009.0,2025-08-16 06:25:00
543,346,add_to_cart,1009.0,2025-08-16 06:29:00
544,571,visit,,2025-09-13 18:17:00
545,571,product_view,1098.0,2025-09-13 18:21:00
546,571,add_to_cart,1098.0,2025-09-13 18:25:00
547,1048,visit,,2025-07-19 14:06:00
548,1048,product_view,1036.0,2025-07-19 14:10:00
549,1048,add_to_cart,1036.0,2025-07-19 14:12:00
550,1048,checkout,1036.0,2025-07-19 14:15:00
551,1048,purchase,1036.0,2025-07-19 14:16:00
552,1389,visit,,2025-07-23 12:38:00
553,1389,product_view,1004.0,2025-07-23 12:40:00
554,1389,add_to_cart,1004.0,2025-07-23 12:41:00
